foot,track_modulus,rail_section,elasticity,tie_spacing,tie_width,tie_thickness,tie_length,tie_plate_width,tie_plate_length,allowable_bending_stress,allowable_rail/tie_bearing_stress,allowable_tie/basslat_bearing_stress,actual_ballast_thickness,allowable_ballast/subgrade_stress,longitude,latitude
1023.8,970,115,30000000,19.5,72,7,102,8,14,30347.75041,200,75,22,25,3280.6,4866.585714
1023.9,970,115,30000000,19.5,78,7,102,8,14,30347.75041,200,75,22,25,3280.8,4867.057143
1024,970,115,30000000,19.5,96,7,102,8,14,30347.75041,200,75,22,25,3281,4867.528571
1024.1,970,115,30000000,19.5,19.5,7,102,8,14,10058.84191,200,75,22,25,3281.2,4868
1024.2,970,115,30000000,19.5,24,7,102,8,14,10058.84191,200,75,22,25,3281.4,4868.471429
1024.3,970,115,30000000,19.5,39,7,102,8,14,10058.84191,200,75,22,25,3281.6,4868.942857
1024.4,970,115,30000000,19.5,48,7,102,8,14,10058.84191,200,75,22,25,3281.8,4869.414286
1024.5,970,115,30000000,19.5,58.5,7,102,8,14,10058.84191,200,75,22,25,3282,4869.885714
1024.6,970,115,30000000,19.5,72,7,102,8,14,10058.84191,200,75,22,25,3282.2,4870.357143
1024.7,970,115,30000000,19.5,78,7,102,8,14,10058.84191,200,75,22,25,3282.4,4870.828571
1024.8,970,115,30000000,19.5,96,7,102,8,14,10058.84191,200,75,22,25,3282.6,4871.3
1024.9,970,115,30000000,19.5,19.5,7,102,8,14,12070.61029,200,75,22,25,3282.8,4871.771429
1025,970,115,30000000,19.5,24,7,102,8,14,12070.61029,200,75,22,25,3283,4872.242857
1025.1,970,115,30000000,19.5,39,7,102,8,14,12070.61029,200,75,22,25,3283.2,4872.714286
1025.2,970,115,30000000,19.5,48,7,102,8,14,12070.61029,200,75,22,25,3283.4,4873.185714
1025.3,970,115,30000000,19.5,58.5,7,102,8,14,12070.61029,200,75,22,25,3283.6,4873.657143
1025.4,970,115,30000000,19.5,72,7,102,8,14,12070.61029,200,75,22,25,3283.8,4874.128571
1025.5,970,115,30000000,19.5,78,7,102,8,14,12070.61029,200,75,22,25,3284,4874.6
1025.6,970,115,30000000,19.5,96,7,102,8,14,12070.61029,200,75,22,25,3284.2,4875.071429
1025.7,970,115,30000000,19.5,19.5,7,102,8,14,14082.37867,200,75,22,25,3284.4,4875.542857
1025.8,970,115,30000000,19.5,24,7,102,8,14,14082.37867,200,75,22,25,3284.6,4876.014286
1025.9,970,115,30000000,19.5,39,7,102,8,14,14082.37867,200,75,22,25,3284.8,4876.485714
1026,970,115,30000000,19.5,48,7,102,8,14,14082.37867,200,75,22,25,3285,4876.957143
1026.1,970,115,30000000,19.5,58.5,7,102,8,14,14082.37867,200,75,22,25,3285.2,4877.428571
1026.2,970,115,30000000,19.5,72,7,102,8,14,14082.37867,200,75,22,25,3285.4,4877.9
1026.3,970,115,30000000,19.5,78,7,102,8,14,14082.37867,200,75,22,25,3285.6,4878.371429
1026.4,970,115,30000000,19.5,96,7,102,8,14,14082.37867,200,75,22,25,3285.8,4878.842857
1026.5,970,115,30000000,19.5,19.5,7,102,8,14,16094.14706,200,75,22,25,3286,4879.314286
1026.6,970,115,30000000,19.5,24,7,102,8,14,16094.14706,200,75,22,25,3286.2,4879.785714
1026.7,970,115,30000000,19.5,39,7,102,8,14,16094.14706,200,75,22,25,3286.4,4880.257143
1026.8,970,115,30000000,19.5,48,7,102,8,14,16094.14706,200,75,22,25,3286.6,4880.728571
1026.9,970,115,30000000,19.5,58.5,7,102,8,14,16094.14706,200,75,22,25,3286.8,4881.2
1027,970,115,30000000,19.5,72,7,102,8,14,16094.14706,200,75,22,25,3287,4881.671429
1027.1,970,115,30000000,19.5,78,7,102,8,14,16094.14706,200,75,22,25,3287.2,4882.142857
1027.2,970,115,30000000,19.5,96,7,102,8,14,16094.14706,200,75,22,25,3287.4,4882.614286
1027.3,970,115,30000000,19.5,19.5,7,102,8,14,18105.91544,200,75,22,25,3287.6,4883.085714
1027.4,970,115,30000000,19.5,24,7,102,8,14,18105.91544,200,75,22,25,3287.8,4883.557143
1027.5,970,115,30000000,19.5,39,7,102,8,14,18105.91544,200,75,22,25,3288,4884.028571
1027.6,970,115,30000000,19.5,48,7,102,8,14,18105.91544,200,75,22,25,3288.2,4884.5
1027.7,970,115,30000000,19.5,58.5,7,102,8,14,18105.91544,200,75,22,25,3288.4,4884.971429
1027.8,970,115,30000000,19.5,72,7,102,8,14,18105.91544,200,75,22,25,3288.6,4885.442857
1027.9,970,115,30000000,19.5,78,7,102,8,14,18105.91544,200,75,22,25,3288.8,4885.914286
1028,970,115,30000000,19.5,96,7,102,8,14,18105.91544,200,75,22,25,3289,4886.385714
1028.1,970,115,30000000,19.5,19.5,7,102,8,14,20117.68382,200,75,22,25,3289.2,4886.857143
1028.2,970,115,30000000,19.5,24,7,102,8,14,20117.68382,200,75,22,25,3289.4,4887.328571
1028.3,970,115,30000000,19.5,39,7,102,8,14,20117.68382,200,75,22,25,3289.6,4887.8
1028.4,970,115,30000000,19.5,48,7,102,8,14,20117.68382,200,75,22,25,3289.8,4888.271429
1028.5,970,115,30000000,19.5,58.5,7,102,8,14,20117.68382,200,75,22,25,3290,4888.742857
1028.6,970,115,30000000,19.5,72,7,102,8,14,20117.68382,200,75,22,25,3290.2,4889.214286
1028.7,970,115,30000000,19.5,78,7,102,8,14,20117.68382,200,75,22,25,3290.4,4889.685714
1028.8,970,115,30000000,19.5,96,7,102,8,14,20117.68382,200,75,22,25,3290.6,4890.157143
1028.9,970,115,30000000,19.5,19.5,7,102,8,14,22129.4522,200,75,22,25,3290.8,4890.628571
1029,970,115,30000000,19.5,24,7,102,8,14,22129.4522,200,75,22,25,3291,4891.1
1029.1,970,115,30000000,19.5,39,7,102,8,14,22129.4522,200,75,22,25,3291.2,4891.571429
1029.2,970,115,30000000,19.5,48,7,102,8,14,22129.4522,200,75,22,25,3291.4,4892.042857
1029.3,970,115,30000000,19.5,58.5,7,102,8,14,22129.4522,200,75,22,25,3291.6,4892.514286
1029.4,970,115,30000000,19.5,72,7,102,8,14,22129.4522,200,75,22,25,3291.8,4892.985714
1029.5,970,115,30000000,19.5,78,7,102,8,14,22129.4522,200,75,22,25,3292,4893.457143
1029.6,970,115,30000000,19.5,96,7,102,8,14,22129.4522,200,75,22,25,3292.2,4893.928571
1029.7,970,115,30000000,19.5,19.5,7,102,8,14,24141.22059,200,75,22,25,3292.4,4894.4
1029.8,970,115,30000000,19.5,24,7,102,8,14,24141.22059,200,75,22,25,3292.6,4894.871429
1029.9,970,115,30000000,19.5,39,7,102,8,14,24141.22059,200,75,22,25,3292.8,4895.342857
1030,970,115,30000000,19.5,48,7,102,8,14,24141.22059,200,75,22,25,3293,4895.814286
1030.1,970,115,30000000,19.5,58.5,7,102,8,14,24141.22059,200,75,22,25,3293.2,4896.285714
1030.2,970,115,30000000,19.5,72,7,102,8,14,24141.22059,200,75,22,25,3293.4,4896.757143
1030.3,970,115,30000000,19.5,78,7,102,8,14,24141.22059,200,75,22,25,3293.6,4897.228571
1030.4,970,115,30000000,19.5,96,7,102,8,14,24141.22059,200,75,22,25,3293.8,4897.7
1030.5,970,115,30000000,19.5,19.5,7,102,8,14,10457.33145,200,75,22,25,3294,4898.171429
1030.6,970,115,30000000,19.5,24,7,102,8,14,10457.33145,200,75,22,25,3294.2,4898.642857
1030.7,970,115,30000000,19.5,39,7,102,8,14,10457.33145,200,75,22,25,3294.4,4899.114286
1030.8,970,115,30000000,19.5,48,7,102,8,14,10457.33145,200,75,22,25,3294.6,4899.585714
1030.9,970,115,30000000,19.5,58.5,7,102,8,14,10457.33145,200,75,22,25,3294.8,4900.057143
1031,970,115,30000000,19.5,72,7,102,8,14,10457.33145,200,75,22,25,3295,4900.528571
1031.1,970,115,30000000,19.5,78,7,102,8,14,10457.33145,200,75,22,25,3295.2,4901
1031.2,970,115,30000000,19.5,96,7,102,8,14,10457.33145,200,75,22,25,3295.4,4901.471429
1031.3,970,115,30000000,19.5,19.5,7,102,8,14,12548.79774,200,75,22,25,3295.6,4901.942857
1031.4,970,115,30000000,19.5,24,7,102,8,14,12548.79774,200,75,22,25,3295.8,4902.414286
1031.5,970,115,30000000,19.5,39,7,102,8,14,12548.79774,200,75,22,25,3296,4902.885714
1031.6,970,115,30000000,19.5,48,7,102,8,14,12548.79774,200,75,22,25,3296.2,4903.357143
1031.7,970,115,30000000,19.5,58.5,7,102,8,14,12548.79774,200,75,22,25,3296.4,4903.828571
1031.8,970,115,30000000,19.5,72,7,102,8,14,12548.79774,200,75,22,25,3296.6,4904.3
1031.9,970,115,30000000,19.5,78,7,102,8,14,12548.79774,200,75,22,25,3296.8,4904.771429
1032,970,115,30000000,19.5,96,7,102,8,14,12548.79774,200,75,22,25,3297,4905.242857
1032.1,970,115,30000000,19.5,19.5,7,102,8,14,14640.26402,200,75,22,25,3297.2,4905.714286
1032.2,970,115,30000000,19.5,24,7,102,8,14,14640.26402,200,75,22,25,3297.4,4906.185714
1032.3,970,115,30000000,19.5,39,7,102,8,14,14640.26402,200,75,22,25,3297.6,4906.657143
1032.4,970,115,30000000,19.5,48,7,102,8,14,14640.26402,200,75,22,25,3297.8,4907.128571
1032.5,970,115,30000000,19.5,58.5,7,102,8,14,14640.26402,200,75,22,25,3298,4907.6
1032.6,970,115,30000000,19.5,72,7,102,8,14,14640.26402,200,75,22,25,3298.2,4908.071429
1032.7,970,115,30000000,19.5,78,7,102,8,14,14640.26402,200,75,22,25,3298.4,4908.542857
1032.8,970,115,30000000,19.5,96,7,102,8,14,14640.26402,200,75,22,25,3298.6,4909.014286
1032.9,970,115,30000000,19.5,19.5,7,102,8,14,16731.73031,200,75,22,25,3298.8,4909.485714
1033,970,115,30000000,19.5,24,7,102,8,14,16731.73031,200,75,22,25,3299,4909.957143
1033.1,970,115,30000000,19.5,39,7,102,8,14,16731.73031,200,75,22,25,3299.2,4910.428571
1033.2,970,115,30000000,19.5,48,7,102,8,14,16731.73031,200,75,22,25,3299.4,4910.9
1033.3,970,115,30000000,19.5,58.5,7,102,8,14,16731.73031,200,75,22,25,3299.6,4911.371429
1033.4,970,115,30000000,19.5,72,7,102,8,14,16731.73031,200,75,22,25,3299.8,4911.842857
1033.5,970,115,30000000,19.5,78,7,102,8,14,16731.73031,200,75,22,25,3300,4912.314286
1033.6,970,115,30000000,19.5,96,7,102,8,14,16731.73031,200,75,22,25,3300.2,4912.785714
1033.7,970,115,30000000,19.5,19.5,7,102,8,14,18823.1966,200,75,22,25,3300.4,4913.257143
1033.8,970,115,30000000,19.5,24,7,102,8,14,18823.1966,200,75,22,25,3300.6,4913.728571
1033.9,970,115,30000000,19.5,39,7,102,8,14,18823.1966,200,75,22,25,3300.8,4914.2
1034,970,115,30000000,19.5,48,7,102,8,14,18823.1966,200,75,22,25,3301,4914.671429
1034.1,970,115,30000000,19.5,58.5,7,102,8,14,18823.1966,200,75,22,25,3301.2,4915.142857
1034.2,970,115,30000000,19.5,72,7,102,8,14,18823.1966,200,75,22,25,3301.4,4915.614286
1034.3,970,115,30000000,19.5,78,7,102,8,14,18823.1966,200,75,22,25,3301.6,4916.085714
1034.4,970,115,30000000,19.5,96,7,102,8,14,18823.1966,200,75,22,25,3301.8,4916.557143
1034.5,970,115,30000000,19.5,19.5,7,102,8,14,20914.66289,200,75,22,25,3302,4917.028571
1034.6,970,115,30000000,19.5,24,7,102,8,14,20914.66289,200,75,22,25,3302.2,4917.5
1034.7,970,115,30000000,19.5,39,7,102,8,14,20914.66289,200,75,22,25,3302.4,4917.971429
1034.8,970,115,30000000,19.5,48,7,102,8,14,20914.66289,200,75,22,25,3302.6,4918.442857
1034.9,970,115,30000000,19.5,58.5,7,102,8,14,20914.66289,200,75,22,25,3302.8,4918.914286
1035,970,115,30000000,19.5,72,7,102,8,14,20914.66289,200,75,22,25,3303,4919.385714
1035.1,970,115,30000000,19.5,78,7,102,8,14,20914.66289,200,75,22,25,3303.2,4919.857143
1035.2,970,115,30000000,19.5,96,7,102,8,14,20914.66289,200,75,22,25,3303.4,4920.328571
1035.3,970,115,30000000,19.5,19.5,7,102,8,14,23006.12918,200,75,22,25,3303.6,4920.8
1035.4,970,115,30000000,19.5,24,7,102,8,14,23006.12918,200,75,22,25,3303.8,4921.271429
1035.5,970,115,30000000,19.5,39,7,102,8,14,23006.12918,200,75,22,25,3304,4921.742857
1035.6,970,115,30000000,19.5,48,7,102,8,14,23006.12918,200,75,22,25,3304.2,4922.214286
1035.7,970,115,30000000,19.5,58.5,7,102,8,14,23006.12918,200,75,22,25,3304.4,4922.685714
1035.8,970,115,30000000,19.5,72,7,102,8,14,23006.12918,200,75,22,25,3304.6,4923.157143
1035.9,970,115,30000000,19.5,78,7,102,8,14,23006.12918,200,75,22,25,3304.8,4923.628571
1036,970,115,30000000,19.5,96,7,102,8,14,23006.12918,200,75,22,25,3305,4924.1
1036.1,970,115,30000000,19.5,19.5,7,102,8,14,25097.59547,200,75,22,25,3305.2,4924.571429
1036.2,970,115,30000000,19.5,24,7,102,8,14,25097.59547,200,75,22,25,3305.4,4925.042857
1036.3,970,115,30000000,19.5,39,7,102,8,14,25097.59547,200,75,22,25,3305.6,4925.514286
1036.4,970,115,30000000,19.5,48,7,102,8,14,25097.59547,200,75,22,25,3305.8,4925.985714
1036.5,970,115,30000000,19.5,58.5,7,102,8,14,25097.59547,200,75,22,25,3306,4926.457143
1036.6,970,115,30000000,19.5,72,7,102,8,14,25097.59547,200,75,22,25,3306.2,4926.928571
1036.7,970,115,30000000,19.5,78,7,102,8,14,25097.59547,200,75,22,25,3306.4,4927.4
1036.8,970,115,30000000,19.5,96,7,102,8,14,25097.59547,200,75,22,25,3306.6,4927.871429
1036.9,970,115,30000000,19.5,19.5,7,102,8,14,10855.82098,200,75,22,25,3306.8,4928.342857
1037,970,115,30000000,19.5,24,7,102,8,14,10855.82098,200,75,22,25,3307,4928.814286
1037.1,970,115,30000000,19.5,39,7,102,8,14,10855.82098,200,75,22,25,3307.2,4929.285714
1037.2,970,115,30000000,19.5,48,7,102,8,14,10855.82098,200,75,22,25,3307.4,4929.757143
1037.3,970,115,30000000,19.5,58.5,7,102,8,14,10855.82098,200,75,22,25,3307.6,4930.228571
1037.4,970,115,30000000,19.5,72,7,102,8,14,10855.82098,200,75,22,25,3307.8,4930.7
1037.5,970,115,30000000,19.5,78,7,102,8,14,10855.82098,200,75,22,25,3308,4931.171429
1037.6,970,115,30000000,19.5,96,7,102,8,14,10855.82098,200,75,22,25,3308.2,4931.642857
1037.7,970,115,30000000,19.5,19.5,7,102,8,14,13026.98518,200,75,22,25,3308.4,4932.114286
1037.8,970,115,30000000,19.5,24,7,102,8,14,13026.98518,200,75,22,25,3308.6,4932.585714
1037.9,970,115,30000000,19.5,39,7,102,8,14,13026.98518,200,75,22,25,3308.8,4933.057143
1038,970,115,30000000,19.5,48,7,102,8,14,13026.98518,200,75,22,25,3309,4933.528571
1038.1,970,115,30000000,19.5,58.5,7,102,8,14,13026.98518,200,75,22,25,3309.2,4934
1038.2,970,115,30000000,19.5,72,7,102,8,14,13026.98518,200,75,22,25,3309.4,4934.471429
1038.3,970,115,30000000,19.5,78,7,102,8,14,13026.98518,200,75,22,25,3309.6,4934.942857
1038.4,970,115,30000000,19.5,96,7,102,8,14,13026.98518,200,75,22,25,3309.8,4935.414286
1038.5,970,115,30000000,19.5,19.5,7,102,8,14,15198.14937,200,75,22,25,3310,4935.885714
1038.6,970,115,30000000,19.5,24,7,102,8,14,15198.14937,200,75,22,25,3310.2,4936.357143
1038.7,970,115,30000000,19.5,39,7,102,8,14,15198.14937,200,75,22,25,3310.4,4936.828571
1038.8,970,115,30000000,19.5,48,7,102,8,14,15198.14937,200,75,22,25,3310.6,4937.3
1038.9,970,115,30000000,19.5,58.5,7,102,8,14,15198.14937,200,75,22,25,3310.8,4937.771429
1039,970,115,30000000,19.5,72,7,102,8,14,15198.14937,200,75,22,25,3311,4938.242857
1039.1,970,115,30000000,19.5,78,7,102,8,14,15198.14937,200,75,22,25,3311.2,4938.714286
1039.2,970,115,30000000,19.5,96,7,102,8,14,15198.14937,200,75,22,25,3311.4,4939.185714
1039.3,970,115,30000000,19.5,19.5,7,102,8,14,17369.31357,200,75,22,25,3311.6,4939.657143
1039.4,970,115,30000000,19.5,24,7,102,8,14,17369.31357,200,75,22,25,3311.8,4940.128571
1039.5,970,115,30000000,19.5,39,7,102,8,14,17369.31357,200,75,22,25,3312,4940.6
1039.6,970,115,30000000,19.5,48,7,102,8,14,17369.31357,200,75,22,25,3312.2,4941.071429
1039.7,970,115,30000000,19.5,58.5,7,102,8,14,17369.31357,200,75,22,25,3312.4,4941.542857
1039.8,970,115,30000000,19.5,72,7,102,8,14,17369.31357,200,75,22,25,3312.6,4942.014286
1039.9,970,115,30000000,19.5,78,7,102,8,14,17369.31357,200,75,22,25,3312.8,4942.485714
1040,970,115,30000000,19.5,96,7,102,8,14,17369.31357,200,75,22,25,3313,4942.957143
1040.1,970,115,30000000,19.5,19.5,7,102,8,14,19540.47777,200,75,22,25,3313.2,4943.428571
1040.2,970,115,30000000,19.5,24,7,102,8,14,19540.47777,200,75,22,25,3313.4,4943.9
1040.3,970,115,30000000,19.5,39,7,102,8,14,19540.47777,200,75,22,25,3313.6,4944.371429
1040.4,970,115,30000000,19.5,48,7,102,8,14,19540.47777,200,75,22,25,3313.8,4944.842857
1040.5,970,115,30000000,19.5,58.5,7,102,8,14,19540.47777,200,75,22,25,3314,4945.314286
1040.6,970,115,30000000,19.5,72,7,102,8,14,19540.47777,200,75,22,25,3314.2,4945.785714
1040.7,970,115,30000000,19.5,78,7,102,8,14,19540.47777,200,75,22,25,3314.4,4946.257143
1040.8,970,115,30000000,19.5,96,7,102,8,14,19540.47777,200,75,22,25,3314.6,4946.728571
1040.9,970,115,30000000,19.5,19.5,7,102,8,14,21711.64196,200,75,22,25,3314.8,4947.2
1041,970,115,30000000,19.5,24,7,102,8,14,21711.64196,200,75,22,25,3315,4947.671429
1041.1,970,115,30000000,19.5,39,7,102,8,14,21711.64196,200,75,22,25,3315.2,4948.142857
1041.2,970,115,30000000,19.5,48,7,102,8,14,21711.64196,200,75,22,25,3315.4,4948.614286
1041.3,970,115,30000000,19.5,58.5,7,102,8,14,21711.64196,200,75,22,25,3315.6,4949.085714
1041.4,970,115,30000000,19.5,72,7,102,8,14,21711.64196,200,75,22,25,3315.8,4949.557143
1041.5,970,115,30000000,19.5,78,7,102,8,14,21711.64196,200,75,22,25,3316,4950.028571
1041.6,970,115,30000000,19.5,96,7,102,8,14,21711.64196,200,75,22,25,3316.2,4950.5
1041.7,970,115,30000000,19.5,19.5,7,102,8,14,23882.80616,200,75,22,25,3316.4,4950.971429
1041.8,970,115,30000000,19.5,24,7,102,8,14,23882.80616,200,75,22,25,3316.6,4951.442857
1041.9,970,115,30000000,19.5,39,7,102,8,14,23882.80616,200,75,22,25,3316.8,4951.914286
1042,970,115,30000000,19.5,48,7,102,8,14,23882.80616,200,75,22,25,3317,4952.385714
1042.1,970,115,30000000,19.5,58.5,7,102,8,14,23882.80616,200,75,22,25,3317.2,4952.857143
1042.2,970,115,30000000,19.5,72,7,102,8,14,23882.80616,200,75,22,25,3317.4,4953.328571
1042.3,970,115,30000000,19.5,78,7,102,8,14,23882.80616,200,75,22,25,3317.6,4953.8
1042.4,970,115,30000000,19.5,96,7,102,8,14,23882.80616,200,75,22,25,3317.8,4954.271429
1042.5,970,115,30000000,19.5,19.5,7,102,8,14,26053.97036,200,75,22,25,3318,4954.742857
1042.6,970,115,30000000,19.5,24,7,102,8,14,26053.97036,200,75,22,25,3318.2,4955.214286
1042.7,970,115,30000000,19.5,39,7,102,8,14,26053.97036,200,75,22,25,3318.4,4955.685714
1042.8,970,115,30000000,19.5,48,7,102,8,14,26053.97036,200,75,22,25,3318.6,4956.157143
1042.9,970,115,30000000,19.5,58.5,7,102,8,14,26053.97036,200,75,22,25,3318.8,4956.628571
1043,970,115,30000000,19.5,72,7,102,8,14,26053.97036,200,75,22,25,3319,4957.1
1043.1,970,115,30000000,19.5,78,7,102,8,14,26053.97036,200,75,22,25,3319.2,4957.571429
1043.2,970,115,30000000,19.5,96,7,102,8,14,26053.97036,200,75,22,25,3319.4,4958.042857
1043.3,970,115,30000000,19.5,19.5,7,102,8,14,11254.31052,200,75,22,25,3319.6,4958.514286
1043.4,970,115,30000000,19.5,24,7,102,8,14,11254.31052,200,75,22,25,3319.8,4958.985714
1043.5,970,115,30000000,19.5,39,7,102,8,14,11254.31052,200,75,22,25,3320,4959.457143
1043.6,970,115,30000000,19.5,48,7,102,8,14,11254.31052,200,75,22,25,3320.2,4959.928571
1043.7,970,115,30000000,19.5,58.5,7,102,8,14,11254.31052,200,75,22,25,3320.4,4960.4
1043.8,970,115,30000000,19.5,72,7,102,8,14,11254.31052,200,75,22,25,3320.6,4960.871429
1043.9,970,115,30000000,19.5,78,7,102,8,14,11254.31052,200,75,22,25,3320.8,4961.342857
1044,970,115,30000000,19.5,96,7,102,8,14,11254.31052,200,75,22,25,3321,4961.814286
1044.1,970,115,30000000,19.5,19.5,7,102,8,14,13505.17262,200,75,22,25,3321.2,4962.285714
1044.2,970,115,30000000,19.5,24,7,102,8,14,13505.17262,200,75,22,25,3321.4,4962.757143
1044.3,970,115,30000000,19.5,39,7,102,8,14,13505.17262,200,75,22,25,3321.6,4963.228571
1044.4,970,115,30000000,19.5,48,7,102,8,14,13505.17262,200,75,22,25,3321.8,4963.7
1044.5,970,115,30000000,19.5,58.5,7,102,8,14,13505.17262,200,75,22,25,3322,4964.171429
1044.6,970,115,30000000,19.5,72,7,102,8,14,13505.17262,200,75,22,25,3322.2,4964.642857
1044.7,970,115,30000000,19.5,78,7,102,8,14,13505.17262,200,75,22,25,3322.4,4965.114286
1044.8,970,115,30000000,19.5,96,7,102,8,14,13505.17262,200,75,22,25,3322.6,4965.585714
1044.9,970,115,30000000,19.5,19.5,7,102,8,14,15756.03472,200,75,22,25,3322.8,4966.057143
1045,970,115,30000000,19.5,24,7,102,8,14,15756.03472,200,75,22,25,3323,4966.528571
1045.1,970,115,30000000,19.5,39,7,102,8,14,15756.03472,200,75,22,25,3323.2,4967
1045.2,970,115,30000000,19.5,48,7,102,8,14,15756.03472,200,75,22,25,3323.4,4967.471429
1045.3,970,115,30000000,19.5,58.5,7,102,8,14,15756.03472,200,75,22,25,3323.6,4967.942857
1045.4,970,115,30000000,19.5,72,7,102,8,14,15756.03472,200,75,22,25,3323.8,4968.414286
1045.5,970,115,30000000,19.5,78,7,102,8,14,15756.03472,200,75,22,25,3324,4968.885714
1045.6,970,115,30000000,19.5,96,7,102,8,14,15756.03472,200,75,22,25,3324.2,4969.357143
1045.7,970,115,30000000,19.5,19.5,7,102,8,14,18006.89683,200,75,22,25,3324.4,4969.828571
1045.8,970,115,30000000,19.5,24,7,102,8,14,18006.89683,200,75,22,25,3324.6,4970.3
1045.9,970,115,30000000,19.5,39,7,102,8,14,18006.89683,200,75,22,25,3324.8,4970.771429
1046,970,115,30000000,19.5,48,7,102,8,14,18006.89683,200,75,22,25,3325,4971.242857
1046.1,970,115,30000000,19.5,58.5,7,102,8,14,18006.89683,200,75,22,25,3325.2,4971.714286
1046.2,970,115,30000000,19.5,72,7,102,8,14,18006.89683,200,75,22,25,3325.4,4972.185714
1046.3,970,115,30000000,19.5,78,7,102,8,14,18006.89683,200,75,22,25,3325.6,4972.657143
1046.4,970,115,30000000,19.5,96,7,102,8,14,18006.89683,200,75,22,25,3325.8,4973.128571
1046.5,970,115,30000000,19.5,19.5,7,102,8,14,20257.75893,200,75,22,25,3326,4973.6
1046.6,970,115,30000000,19.5,24,7,102,8,14,20257.75893,200,75,22,25,3326.2,4974.071429
1046.7,970,115,30000000,19.5,39,7,102,8,14,20257.75893,200,75,22,25,3326.4,4974.542857
1046.8,970,115,30000000,19.5,48,7,102,8,14,20257.75893,200,75,22,25,3326.6,4975.014286
1046.9,970,115,30000000,19.5,58.5,7,102,8,14,20257.75893,200,75,22,25,3326.8,4975.485714
1047,970,115,30000000,19.5,72,7,102,8,14,20257.75893,200,75,22,25,3327,4975.957143
1047.1,970,115,30000000,19.5,78,7,102,8,14,20257.75893,200,75,22,25,3327.2,4976.428571
1047.2,970,115,30000000,19.5,96,7,102,8,14,20257.75893,200,75,22,25,3327.4,4976.9
1047.3,970,115,30000000,19.5,19.5,7,102,8,14,22508.62103,200,75,22,25,3327.6,4977.371429
1047.4,970,115,30000000,19.5,24,7,102,8,14,22508.62103,200,75,22,25,3327.8,4977.842857
1047.5,970,115,30000000,19.5,39,7,102,8,14,22508.62103,200,75,22,25,3328,4978.314286
1047.6,970,115,30000000,19.5,48,7,102,8,14,22508.62103,200,75,22,25,3328.2,4978.785714
1047.7,970,115,30000000,19.5,58.5,7,102,8,14,22508.62103,200,75,22,25,3328.4,4979.257143
1047.8,970,115,30000000,19.5,72,7,102,8,14,22508.62103,200,75,22,25,3328.6,4979.728571
1047.9,970,115,30000000,19.5,78,7,102,8,14,22508.62103,200,75,22,25,3328.8,4980.2
1048,970,115,30000000,19.5,96,7,102,8,14,22508.62103,200,75,22,25,3329,4980.671429
1048.1,970,115,30000000,19.5,19.5,7,102,8,14,24759.48314,200,75,22,25,3329.2,4981.142857
1048.2,970,115,30000000,19.5,24,7,102,8,14,24759.48314,200,75,22,25,3329.4,4981.614286
1048.3,970,115,30000000,19.5,39,7,102,8,14,24759.48314,200,75,22,25,3329.6,4982.085714
1048.4,970,115,30000000,19.5,48,7,102,8,14,24759.48314,200,75,22,25,3329.8,4982.557143
1048.5,970,115,30000000,19.5,58.5,7,102,8,14,24759.48314,200,75,22,25,3330,4983.028571
1048.6,970,115,30000000,19.5,72,7,102,8,14,24759.48314,200,75,22,25,3330.2,4983.5
1048.7,970,115,30000000,19.5,78,7,102,8,14,24759.48314,200,75,22,25,3330.4,4983.971429
1048.8,970,115,30000000,19.5,96,7,102,8,14,24759.48314,200,75,22,25,3330.6,4984.442857
1048.9,970,115,30000000,19.5,19.5,7,102,8,14,27010.34524,200,75,22,25,3330.8,4984.914286
1049,970,115,30000000,19.5,24,7,102,8,14,27010.34524,200,75,22,25,3331,4985.385714
1049.1,970,115,30000000,19.5,39,7,102,8,14,27010.34524,200,75,22,25,3331.2,4985.857143
1049.2,970,115,30000000,19.5,48,7,102,8,14,27010.34524,200,75,22,25,3331.4,4986.328571
1049.3,970,115,30000000,19.5,58.5,7,102,8,14,27010.34524,200,75,22,25,3331.6,4986.8
1049.4,970,115,30000000,19.5,72,7,102,8,14,27010.34524,200,75,22,25,3331.8,4987.271429
1049.5,970,115,30000000,19.5,78,7,102,8,14,27010.34524,200,75,22,25,3332,4987.742857
1049.6,970,115,30000000,19.5,96,7,102,8,14,27010.34524,200,75,22,25,3332.2,4988.214286
1049.7,970,115,30000000,19.5,19.5,7,102,8,14,11652.80005,200,75,22,25,3332.4,4988.685714
1049.8,970,115,30000000,19.5,24,7,102,8,14,11652.80005,200,75,22,25,3332.6,4989.157143
1049.9,970,115,30000000,19.5,39,7,102,8,14,11652.80005,200,75,22,25,3332.8,4989.628571
1050,970,115,30000000,19.5,48,7,102,8,14,11652.80005,200,75,22,25,3333,4990.1
1050.1,970,115,30000000,19.5,58.5,7,102,8,14,11652.80005,200,75,22,25,3333.2,4990.571429
1050.2,970,115,30000000,19.5,72,7,102,8,14,11652.80005,200,75,22,25,3333.4,4991.042857
1050.3,970,115,30000000,19.5,78,7,102,8,14,11652.80005,200,75,22,25,3333.6,4991.514286
1050.4,970,115,30000000,19.5,96,7,102,8,14,11652.80005,200,75,22,25,3333.8,4991.985714
